param_set,method,estimation_time,fitting_time,fit_success,param_success,fit_message,fit_nfev,true_frequency,true_phase,true_position,true_width,initial_frequency,initial_phase,initial_position,initial_width,fitted_frequency,fitted_phase,fitted_position,fitted_width,error_frequency,error_phase,error_position,error_width
1,Simple + lmfit (least_squares),0.00048470497131347656,0.01980423927307129,True,False,`ftol` termination condition is satisfied.,127,0.40581311290499433,5.9735141613602165,12.31993941811405,1.8361096041714062,0.525,3.141592653589793,10.0,1.55,0.2681618615187107,6.283185307179585,10.057624882187637,0.5300935368346604,0.339198628651779,0.04928569359008367,0.18363032959400138,0.7112952649284358
1,ZeroGuess + lmfit (least_squares),0.0011854171752929688,0.009721517562866211,True,True,`ftol` termination condition is satisfied.,65,0.40581311290499433,5.9735141613602165,12.31993941811405,1.8361096041714062,0.41479092836380005,2.337948799133301,11.812629699707031,1.5594907999038696,0.40817077053799866,6.014060678288046,12.341687641078481,1.8353387959497416,0.005809712791504311,0.0064531785942232595,0.0017652865185728897,0.00041980512487569646
1,True + lmfit (least_squares),0.00043392181396484375,0.00558924674987793,True,True,`ftol` termination condition is satisfied.,25,0.40581311290499433,5.9735141613602165,12.31993941811405,1.8361096041714062,0.40581311290499433,5.9735141613602165,12.31993941811405,1.8361096041714062,0.4081707647295381,6.014061111313137,12.341687805970121,1.8353387548050177,0.005809698478362716,0.006453247512307029,0.0017652999027003842,0.0004198275335182724
1,Simple + lmfit (dual_annealing),0.0004601478576660156,0.7955782413482666,True,True,['Maximum number of iteration reached'],8446,0.40581311290499433,5.9735141613602165,12.31993941811405,1.8361096041714062,0.525,3.141592653589793,10.0,1.55,0.408170753133211,6.014061333792358,12.341687944016877,1.8353383945786637,0.005809669902826954,0.0064532829209747586,0.0017653111078493352,0.0004200237235241745
1,ZeroGuess + lmfit (dual_annealing),0.0011775493621826172,0.8655667304992676,True,True,['Maximum number of iteration reached'],8121,0.40581311290499433,5.9735141613602165,12.31993941811405,1.8361096041714062,0.41479092836380005,2.337948799133301,11.812629699707031,1.5594907999038696,0.4081525779169309,0.0,12.444336753476751,1.8349923149507177,0.005764882744151849,0.049285693590083814,0.010097235963660618,0.0006085090008516954
1,True + lmfit (dual_annealing),0.0004150867462158203,0.8065142631530762,True,True,['Maximum number of iteration reached'],8311,0.40581311290499433,5.9735141613602165,12.31993941811405,1.8361096041714062,0.40581311290499433,5.9735141613602165,12.31993941811405,1.8361096041714062,0.40817072297078666,6.014056255191837,12.341686124977356,1.8353367964545502,0.005809595576928217,0.006452474636597779,0.0017651634578114623,0.0004208941095348233
2,Simple + lmfit (least_squares),0.0004105567932128906,0.01534724235534668,True,False,`ftol` termination condition is satisfied.,106,0.19821770842031466,0.9801424781769557,5.580836121681995,2.611910822747312,0.525,3.141592653589793,10.0,1.55,0.09845961134162266,2.6859905891792596e-11,9.646866417932394,0.96511016234299,0.503275402958236,0.15599452033192776,0.7285700937272725,0.6304965108541307
2,ZeroGuess + lmfit (least_squares),0.0011851787567138672,0.006201505661010742,True,True,`ftol` termination condition is satisfied.,35,0.19821770842031466,0.9801424781769557,5.580836121681995,2.611910822747312,0.1992221176624298,1.2248437404632568,5.37167501449585,2.648084878921509,0.1979305613176415,1.0288134209826771,5.627195359986322,2.638266353484369,0.0014486450527632798,0.007746221132473496,0.008306862501161402,0.01009051706801203
2,True + lmfit (least_squares),0.0004191398620605469,0.005057096481323242,True,True,`ftol` termination condition is satisfied.,25,0.19821770842031466,0.9801424781769557,5.580836121681995,2.611910822747312,0.19821770842031466,0.9801424781769557,5.580836121681995,2.611910822747312,0.19793056957165533,1.0288147160577856,5.627196419739005,2.6382659594628945,0.0014486034116107343,0.007746427250078687,0.008307052392543238,0.01009036621237365
2,Simple + lmfit (dual_annealing),0.0004191398620605469,0.7600877285003662,True,True,['Maximum number of iteration reached'],8171,0.19821770842031466,0.9801424781769557,5.580836121681995,2.611910822747312,0.525,3.141592653589793,10.0,1.55,0.1979305640799853,1.0288134902249981,5.6271955009970585,2.638266321455927,0.0014486311168550293,0.007746232152731152,0.008306887768116632,0.010090504805555808
2,ZeroGuess + lmfit (dual_annealing),0.001130819320678711,0.7847216129302979,True,True,['Maximum number of iteration reached'],8406,0.19821770842031466,0.9801424781769557,5.580836121681995,2.611910822747312,0.1992221176624298,1.2248437404632568,5.37167501449585,2.648084878921509,0.19793055729819,1.028813682939678,5.627195633565653,2.6382652577473706,0.0014486653307269686,0.007746262824225044,0.008306911522369835,0.01009009755254124
2,True + lmfit (dual_annealing),0.00041294097900390625,0.7535765171051025,True,True,['Maximum number of iteration reached'],8106,0.19821770842031466,0.9801424781769557,5.580836121681995,2.611910822747312,0.19821770842031466,0.9801424781769557,5.580836121681995,2.611910822747312,0.19793083425726607,1.0288125244941968,5.627193564579873,2.6382577837149648,0.00144726808383985,0.007746078451900425,0.00830654079193896,0.010087236033556452
3,Simple + lmfit (least_squares),0.0004096031188964844,0.019572019577026367,True,False,`ftol` termination condition is satisfied.,145,0.6210592611560484,4.448951217224888,5.2058449429580245,2.9127385712697835,0.525,3.141592653589793,10.0,1.55,0.6229464452895975,1.5511008147148527e-37,8.879094478105618,2.9999999999999996,0.0030386538798831,0.29192742220395446,0.7056010264225058,0.02995855158129593
3,ZeroGuess + lmfit (least_squares),0.0010886192321777344,0.010497331619262695,True,False,`ftol` termination condition is satisfied.,70,0.6210592611560484,4.448951217224888,5.2058449429580245,2.9127385712697835,0.6749396324157715,1.4769293069839478,5.564765453338623,2.6776115894317627,0.6195047815911661,3.7689542092502065e-15,5.673106193006923,2.9080213518898037,0.0025029488522379894,0.291927422203955,0.08975704331742833,0.001619513480031745
3,True + lmfit (least_squares),0.0005404949188232422,0.0072591304779052734,True,True,`ftol` termination condition is satisfied.,25,0.6210592611560484,4.448951217224888,5.2058449429580245,2.9127385712697835,0.6210592611560484,4.448951217224888,5.2058449429580245,2.9127385712697835,0.6195594475938676,4.521007074331665,5.222151946660036,2.9263633438120182,0.0024149282620614804,0.011468045837266886,0.003132441300248485,0.004677650331074892
3,Simple + lmfit (dual_annealing),0.0004100799560546875,0.7973418235778809,True,True,['Maximum number of iteration reached'],8426,0.6210592611560484,4.448951217224888,5.2058449429580245,2.9127385712697835,0.525,3.141592653589793,10.0,1.55,0.6195594436061435,4.521001249770721,5.222150456052037,2.926362948861585,0.0024149346829047077,0.011467118829601202,0.0031321549667108666,0.004677514736882833
3,ZeroGuess + lmfit (dual_annealing),0.001110076904296875,0.8042941093444824,True,True,['Maximum number of iteration reached'],8296,0.6210592611560484,4.448951217224888,5.2058449429580245,2.9127385712697835,0.6749396324157715,1.4769293069839478,5.564765453338623,2.6776115894317627,0.6195594412869604,4.520998072506677,5.222149676651185,2.9263633384629824,0.002414938417142667,0.011466613152323113,0.003132005250217033,0.004677648494646475
3,True + lmfit (dual_annealing),0.00041413307189941406,0.8348772525787354,True,True,['Maximum number of iteration reached'],8601,0.6210592611560484,4.448951217224888,5.2058449429580245,2.9127385712697835,0.6210592611560484,4.448951217224888,5.2058449429580245,2.9127385712697835,0.6195594418044801,4.521000515572658,5.222150261508722,2.9263633936988844,0.00241493758385714,0.01146700197835037,0.0031321175965400446,0.004677667458209707
4,Simple + lmfit (least_squares),0.00042247772216796875,0.02035045623779297,True,False,`ftol` termination condition is satisfied.,139,0.8408205087604007,1.3341659803533248,6.818249672071007,0.631873078574958,0.525,3.141592653589793,10.0,1.55,0.08906954144070141,3.1326215945059053,10.09740094025439,0.10000109073491002,0.894068305289063,0.28623310092375365,0.4809373997575186,0.8417386432091092
4,ZeroGuess + lmfit (least_squares),0.0011451244354248047,0.006258964538574219,True,True,`ftol` termination condition is satisfied.,35,0.8408205087604007,1.3341659803533248,6.818249672071007,0.631873078574958,0.843136727809906,2.5677690505981445,6.931149482727051,0.5677834153175354,0.8343010441429244,1.3448084397701925,6.815362973240083,0.6453378371005895,0.007753693623729274,0.0016938000228493846,0.0004233782817822719,0.021309277103557036
4,True + lmfit (least_squares),0.0004363059997558594,0.0049397945404052734,True,True,`ftol` termination condition is satisfied.,25,0.8408205087604007,1.3341659803533248,6.818249672071007,0.631873078574958,0.8408205087604007,1.3341659803533248,6.818249672071007,0.631873078574958,0.8343010291011727,1.3448087718362498,6.815363038194907,0.6453378599432996,0.0077537115131023045,0.0016938528728038397,0.0004233687551694674,0.021309313254345767
4,Simple + lmfit (dual_annealing),0.0004413127899169922,0.7669343948364258,True,True,['Maximum number of iteration reached'],8206,0.8408205087604007,1.3341659803533248,6.818249672071007,0.631873078574958,0.525,3.141592653589793,10.0,1.55,0.8343010321024986,1.3448085816928177,6.815363000324843,0.6453379272150064,0.007753707943581896,0.0016938226105367227,0.00042337430939030696,0.021309419718300384
4,ZeroGuess + lmfit (dual_annealing),0.0011248588562011719,0.7602939605712891,True,True,['Maximum number of iteration reached'],8231,0.8408205087604007,1.3341659803533248,6.818249672071007,0.631873078574958,0.843136727809906,2.5677690505981445,6.931149482727051,0.5677834153175354,0.8343007447076397,1.3448088632826938,6.815363094034905,0.6453374223036928,0.007754049746446974,0.0016938674269574262,0.0004233605653846692,0.021308620647520732
4,True + lmfit (dual_annealing),0.0003974437713623047,0.771496057510376,True,True,['Maximum number of iteration reached'],8216,0.8408205087604007,1.3341659803533248,6.818249672071007,0.631873078574958,0.8408205087604007,1.3341659803533248,6.818249672071007,0.631873078574958,0.8343010195922774,1.3448081883782177,6.8153629322833105,0.6453379423319133,0.007753722822169016,0.0016937600125739426,0.0004233842887157469,0.021309443642261477
5,Simple + lmfit (least_squares),0.00041031837463378906,0.007958173751831055,True,True,`ftol` termination condition is satisfied.,50,0.3390301308115608,3.297141901079666,9.319450186421157,0.9445645065743214,0.525,3.141592653589793,10.0,1.55,0.3339285917727929,3.306295608577843,9.32306184009136,0.9089976698449408,0.015047450285778438,0.0014568577959522709,0.00038753935027885134,0.03765421681825829
5,ZeroGuess + lmfit (least_squares),0.001104593276977539,0.005560159683227539,True,True,`ftol` termination condition is satisfied.,30,0.3390301308115608,3.297141901079666,9.319450186421157,0.9445645065743214,0.37009212374687195,3.475050449371338,9.293842315673828,0.7509550452232361,0.3339286215752802,3.3062951981017425,9.323061643018082,0.9089972325154605,0.01504736238064965,0.0014567924666518289,0.00038751820382998723,0.037654679814143964
5,True + lmfit (least_squares),0.0004298686981201172,0.005084991455078125,True,True,`ftol` termination condition is satisfied.,25,0.3390301308115608,3.297141901079666,9.319450186421157,0.9445645065743214,0.3390301308115608,3.297141901079666,9.319450186421157,0.9445645065743214,0.33392873266807727,3.30629577088762,9.323061920004609,0.9089973984484672,0.015047034702408172,0.0014568836283555496,0.0003875479251676863,0.03765450414270436
5,Simple + lmfit (dual_annealing),0.00042319297790527344,0.7784500122070312,True,True,['Maximum number of iteration reached'],8276,0.3390301308115608,3.297141901079666,9.319450186421157,0.9445645065743214,0.525,3.141592653589793,10.0,1.55,0.33392871945794206,3.3062952088492636,9.323061680153142,0.908997756382107,0.015047073666895418,0.001456794177172937,0.0003875221885134964,0.03765412520231718
5,ZeroGuess + lmfit (dual_annealing),0.0011436939239501953,0.7603590488433838,True,True,['Maximum number of iteration reached'],8171,0.3390301308115608,3.297141901079666,9.319450186421157,0.9445645065743214,0.37009212374687195,3.475050449371338,9.293842315673828,0.7509550452232361,0.33392881783662165,3.3062958166009095,9.323062513825537,0.9089969847717595,0.015046783490092088,0.0014568909038515541,0.0003876116436185123,0.037654942097661154
