param_set,method,estimation_time,fitting_time,fit_success,param_success,fit_message,fit_nfev,true_amplitude1,true_center1,true_width1,true_amplitude2,true_center2,true_width2,initial_amplitude1,initial_center1,initial_width1,initial_amplitude2,initial_center2,initial_width2,fitted_amplitude1,fitted_center1,fitted_width1,fitted_amplitude2,fitted_center2,fitted_width2,error_amplitude1,error_center1,error_width1,error_amplitude2,error_center2,error_width2
6,True + lmfit (least_squares),0.0005047321319580078,0.0052793025970458984,True,True,`ftol` termination condition is satisfied.,28,6.1146940338242395,-3.294758763127085,0.22359802667203107,9.493966818808,4.656320330745594,1.6359549614212763,6.1146940338242395,-3.294758763127085,0.22359802667203107,9.493966818808,4.656320330745594,1.6359549614212763,6.146987764411592,-3.293150882363538,0.22163306261393656,9.486786470617314,4.661965953808248,1.635884083649033,0.005281332215269558,0.000488011681322867,0.008787931125066158,0.0007563064341514789,0.0012124644916236365,4.332501438901029e-05
6,Standard lmfit (dual_annealing),0.0005435943603515625,1.1251742839813232,True,True,['Maximum number of iteration reached'],12246,6.1146940338242395,-3.294758763127085,0.22359802667203107,9.493966818808,4.656320330745594,1.6359549614212763,5.05,0.0,1.05,5.05,0.0,1.05,6.146988151073396,-3.2931508994390604,0.22163304220312785,9.48678649440465,4.661965947626635,1.6358840788799835,0.005281395450126735,0.0004880064986908271,0.008788022408558296,0.0007563039286303177,0.0012124631640490463,4.332792953612014e-05
6,ZeroGuess + lmfit (dual_annealing),0.0012090206146240234,1.1284370422363281,True,True,['Maximum number of iteration reached'],12246,6.1146940338242395,-3.294758763127085,0.22359802667203107,9.493966818808,4.656320330745594,1.6359549614212763,2.1765365600585938,-2.6531407833099365,0.6368942260742188,9.013586044311523,4.697336196899414,1.8001933097839355,6.146989583168006,-3.293150870021247,0.22163300855284473,9.48678718543624,4.661965747797089,1.6358840437063595,0.005281629655567283,0.00048801542736076424,0.00878817290310253,0.0007562311422382595,0.0012124202482845599,4.334942989819786e-05
6,True + lmfit (dual_annealing),0.0005326271057128906,1.1139483451843262,True,False,['Maximum number of iteration reached'],12246,6.1146940338242395,-3.294758763127085,0.22359802667203107,9.493966818808,4.656320330745594,1.6359549614212763,6.1146940338242395,-3.294758763127085,0.22359802667203107,9.493966818808,4.656320330745594,1.6359549614212763,5.339568956921269,4.531770392537488,1.6722515149005521,4.187947382340836,4.8232894135445505,1.5748242278985431,0.12676432747333935,2.375448316051019,6.4788294860641855,0.5588832926986522,0.03585859024699467,0.03736700273803644
7,Standard lmfit (least_squares),0.0005199909210205078,0.015217781066894531,True,False,`ftol` termination condition is satisfied.,127,3.11567631481637,-4.023278859936161,1.400042750373098,4.457509688022053,-3.7796176515522117,1.0408361292114134,5.05,0.0,1.05,5.05,0.0,1.05,4.039523730473629,-3.993361157397087,1.3501831062555325,3.5504059861710244,-3.747797117784862,1.0080889132061932,0.2965158515549162,0.007436149364886056,0.03561294403637209,0.2035001077593935,0.008418982209558041,0.03146241284882287
7,ZeroGuess + lmfit (least_squares),0.0011832714080810547,0.011838436126708984,True,False,`ftol` termination condition is satisfied.,92,3.11567631481637,-4.023278859936161,1.400042750373098,4.457509688022053,-3.7796176515522117,1.0408361292114134,4.341551780700684,-4.07510232925415,1.1047064065933228,3.298201084136963,-3.2765753269195557,0.9695774912834167,4.039816562351568,-3.993349283065277,1.3501706265117754,3.550114501355192,-3.747789619851661,1.0080741801748951,0.2966098381723791,0.007439100771493366,0.03562185786686315,0.20356549961184778,0.008420965990430136,0.03147656784487324
7,True + lmfit (least_squares),0.00047516822814941406,0.008592367172241211,True,False,`ftol` termination condition is satisfied.,63,3.11567631481637,-4.023278859936161,1.400042750373098,4.457509688022053,-3.7796176515522117,1.0408361292114134,3.11567631481637,-4.023278859936161,1.400042750373098,4.457509688022053,-3.7796176515522117,1.0408361292114134,4.0395847027314105,-3.993356415533,1.3501817913352272,3.55034456986378,-3.7477979125440335,1.0080848444016521,0.2965354210645894,0.00743732797175181,0.0356138832364822,0.2035138859251279,0.008418771934539604,0.03146632201802528
7,Standard lmfit (dual_annealing),0.0005152225494384766,1.1151416301727295,True,False,['Maximum number of iteration reached'],12295,3.11567631481637,-4.023278859936161,1.400042750373098,4.457509688022053,-3.7796176515522117,1.0408361292114134,5.05,0.0,1.05,5.05,0.0,1.05,4.03973839217958,-3.993356927095184,1.3501740911815685,3.550193807192688,-3.7477886424297044,1.0080780249872587,0.29658474886139513,0.007437200821185822,0.035619383178292295,0.20354770809975992,0.008421224593825192,0.03147287387974684
7,ZeroGuess + lmfit (dual_annealing),0.0011949539184570312,1.190697193145752,True,False,['Maximum number of iteration reached'],12827,3.11567631481637,-4.023278859936161,1.400042750373098,4.457509688022053,-3.7796176515522117,1.0408361292114134,4.341551780700684,-4.07510232925415,1.1047064065933228,3.298201084136963,-3.2765753269195557,0.9695774912834167,4.039734923163557,-3.9933537926643874,1.3501733543450196,3.550196841250754,-3.747790035511403,1.008078651795685,0.2965836354543296,0.007437979894898038,0.03561990947404197,0.20354702743762376,0.008420856016411583,0.031472271663501
7,True + lmfit (dual_annealing),0.0005364418029785156,1.201493263244629,True,False,['Maximum number of iteration reached'],12715,3.11567631481637,-4.023278859936161,1.400042750373098,4.457509688022053,-3.7796176515522117,1.0408361292114134,3.11567631481637,-4.023278859936161,1.400042750373098,4.457509688022053,-3.7796176515522117,1.0408361292114134,4.039820945577187,-3.993350929772918,1.3501682331611387,3.550109890028698,-3.74778736374495,1.0080757006724506,0.29661124500196473,0.007438691476562867,0.03562356735083152,0.20356653411918857,0.008421562904435525,0.03147510700246707
8,Standard lmfit (least_squares),0.0004856586456298828,0.00804448127746582,True,False,`ftol` termination condition is satisfied.,56,6.658970615104422,-1.8828892391058902,1.0881292402378406,0.4404463590406621,4.093204020787821,0.5916819650400321,5.05,0.0,1.05,5.05,0.0,1.05,3.3227532355927774,-1.8848334012018322,1.0918975733037612,3.321900680644285,-1.8847094586680908,1.091791987883154,0.5010109778745927,0.001032541933727952,0.0034631300461119324,6.542123149524335,1.460448452873683,0.845234521909562
8,ZeroGuess + lmfit (least_squares),0.0012116432189941406,0.018555879592895508,True,False,`ftol` termination condition is satisfied.,155,6.658970615104422,-1.8828892391058902,1.0881292402378406,0.4404463590406621,4.093204020787821,0.5916819650400321,4.4189558029174805,-1.7591710090637207,1.024877905845642,1.1585595607757568,0.3764829635620117,0.8330028057098389,6.615413540945591,-1.8977330690462455,1.084870884878539,0.10000000008539224,-0.6584974450273823,0.7280552783304849,0.0065411122343791706,0.007883538570438704,0.00299445620870304,0.7729575962366845,1.1608757935551528,0.23048414747815746
8,True + lmfit (least_squares),0.0005769729614257812,0.0054399967193603516,True,True,`ftol` termination condition is satisfied.,28,6.658970615104422,-1.8828892391058902,1.0881292402378406,0.4404463590406621,4.093204020787821,0.5916819650400321,6.658970615104422,-1.8828892391058902,1.0881292402378406,0.4404463590406621,4.093204020787821,0.5916819650400321,6.644694821617152,-1.8847747753144188,1.091830558268948,0.4270965591539874,4.017345195673948,0.55046086539636,0.0021438438930617503,0.0010014058019811995,0.003401542660776562,0.030309706534416413,0.01853287173779157,0.06966766283113464
8,Standard lmfit (dual_annealing),0.0004982948303222656,1.129263162612915,True,True,['Maximum number of iteration reached'],12302,6.658970615104422,-1.8828892391058902,1.0881292402378406,0.4404463590406621,4.093204020787821,0.5916819650400321,5.05,0.0,1.05,5.05,0.0,1.05,6.644695018673566,-1.884774761353316,1.0918305039996246,0.42709372523220535,4.017346427791163,0.5504680426197814,0.0021438143004377185,0.0010013983872577783,0.0034014927868080366,0.030316140738545716,0.01853257072244782,0.06965553262631931
8,ZeroGuess + lmfit (dual_annealing),0.001168966293334961,1.1327524185180664,True,False,['Maximum number of iteration reached'],12484,6.658970615104422,-1.8828892391058902,1.0881292402378406,0.4404463590406621,4.093204020787821,0.5916819650400321,4.4189558029174805,-1.7591710090637207,1.024877905845642,1.1585595607757568,0.3764829635620117,0.8330028057098389,4.067444208979225,-2.0955392386923855,1.0655846464387384,2.77276051886994,-1.5737227214771012,1.052783840766683,0.3891782312790035,0.11293813527102332,0.020718672897876073,5.295342127266757,1.3844720941064175,0.7793069638271863
8,True + lmfit (dual_annealing),0.000507354736328125,1.1296780109405518,True,False,['Maximum number of iteration reached'],12365,6.658970615104422,-1.8828892391058902,1.0881292402378406,0.4404463590406621,4.093204020787821,0.5916819650400321,6.658970615104422,-1.8828892391058902,1.0881292402378406,0.4404463590406621,4.093204020787821,0.5916819650400321,0.10216715937791315,-2.6358769663935178,1.054967678730137,6.565854917383794,-1.8742754998152111,1.0885642567346367,0.9846572142627917,0.399910792227583,0.030475756262606537,13.907274819310365,1.45789935959617,0.8397793427098736
9,Standard lmfit (least_squares),0.00048804283142089844,0.01680755615234375,True,True,`ftol` termination condition is satisfied.,147,5.5124317654984685,-3.1514554447447294,1.9422107927526613,7.773814951275034,4.394989415641891,1.8001719658125328,5.05,0.0,1.05,5.05,0.0,1.05,5.5114764646553995,-3.1530922503850025,1.9380470535850005,7.800208925524992,4.39540748470679,1.793847237827764,0.00017329935021564045,0.0005193808603585426,0.0021438142467324977,0.0033952408714886567,9.512402087035222e-05,0.0035134021109556345
9,ZeroGuess + lmfit (least_squares),0.0011897087097167969,0.008009910583496094,True,True,`ftol` termination condition is satisfied.,56,5.5124317654984685,-3.1514554447447294,1.9422107927526613,7.773814951275034,4.394989415641891,1.8001719658125328,5.508492469787598,-2.545410394668579,1.7448307275772095,6.7320556640625,4.80194091796875,1.7054696083068848,5.511476465025342,-3.1530922391806917,1.9380470536397387,7.800208926948762,4.395407485761882,1.793847236680375,0.00017329928310509562,0.0005193773050771786,0.002143814218549041,0.0033952410546380573,9.512426093737263e-05,0.003513402748332992
