param_set,method,estimation_time,fitting_time,fit_success,param_success,fit_message,fit_nfev,true_amplitude1,true_center1,true_width1,true_amplitude2,true_center2,true_width2,initial_amplitude1,initial_center1,initial_width1,initial_amplitude2,initial_center2,initial_width2,fitted_amplitude1,fitted_center1,fitted_width1,fitted_amplitude2,fitted_center2,fitted_width2,error_amplitude1,error_center1,error_width1,error_amplitude2,error_center2,error_width2
1,Standard lmfit (least_squares),0.0005605220794677734,0.03191709518432617,True,True,`ftol` termination condition is satisfied.,268,6.026718993550662,-3.439813595575635,0.39638958863878504,3.807947176588889,4.507143064099161,1.4907884894416696,5.05,0.0,1.05,5.05,0.0,1.05,6.007688849556052,-3.4418934364957408,0.39785191711447104,3.7924839170150406,4.501364969112148,1.4986495706849836,0.0031576292199743364,0.0006046376823386159,0.0036891192846605476,0.004060786260091978,0.001281986150614473,0.005273102991463333
1,ZeroGuess + lmfit (least_squares),0.001331329345703125,0.007674455642700195,True,True,`ftol` termination condition is satisfied.,49,6.026718993550662,-3.439813595575635,0.39638958863878504,3.807947176588889,4.507143064099161,1.4907884894416696,6.584166049957275,-3.03157901763916,0.41136589646339417,3.1741201877593994,4.193670272827148,1.4090968370437622,6.007688827089632,-3.4418934428007253,0.3978519200619784,3.792483916913533,4.501364969116908,1.4986495707757548,0.003157632947777119,0.0006046395152822798,0.003689126720545429,0.004060786286748779,0.0012819861495582305,0.00527310305235136
1,True + lmfit (least_squares),0.0005104541778564453,0.005417823791503906,True,True,`ftol` termination condition is satisfied.,28,6.026718993550662,-3.439813595575635,0.39638958863878504,3.807947176588889,4.507143064099161,1.4907884894416696,6.026718993550662,-3.439813595575635,0.39638958863878504,3.807947176588889,4.507143064099161,1.4907884894416696,6.007688860957806,-3.4418934351006176,0.3978519156000827,3.7924839257258487,4.501364973813563,1.4986495639167143,0.003157627328106768,0.0006046372767575897,0.0036891154642061754,0.004060783972558125,0.0012819851075112944,0.005273098451403274
1,Standard lmfit (dual_annealing),0.0005564689636230469,1.1236796379089355,True,True,['Maximum number of iteration reached'],12379,6.026718993550662,-3.439813595575635,0.39638958863878504,3.807947176588889,4.507143064099161,1.4907884894416696,5.05,0.0,1.05,5.05,0.0,1.05,6.007679960163723,-3.4418935140115416,0.39785254268155756,3.7924844662101953,4.5013628333869855,1.4986502234764298,0.0031591042169566773,0.0006046602172227704,0.003690697446914175,0.004060642036674682,0.0012824600040359604,0.005273540874805508
1,ZeroGuess + lmfit (dual_annealing),0.0012331008911132812,1.1447300910949707,True,True,['Maximum number of iteration reached'],12568,6.026718993550662,-3.439813595575635,0.39638958863878504,3.807947176588889,4.507143064099161,1.4907884894416696,6.584166049957275,-3.03157901763916,0.41136589646339417,3.1741201877593994,4.193670272827148,1.4090968370437622,6.007688940487265,-3.4418934445479343,0.39785190187043645,3.792483868213756,4.501364964506776,1.4986495583604367,0.003157614131961625,0.0006046400232194093,0.003689080827458272,0.004060799075733195,0.0012819871724083524,0.005273094724330185
1,True + lmfit (dual_annealing),0.0005185604095458984,1.097921371459961,True,True,['Maximum number of iteration reached'],12169,6.026718993550662,-3.439813595575635,0.39638958863878504,3.807947176588889,4.507143064099161,1.4907884894416696,6.026718993550662,-3.439813595575635,0.39638958863878504,3.807947176588889,4.507143064099161,1.4907884894416696,6.007690660339762,-3.4418934769417504,0.39785204337868557,3.7924846254600584,4.50136573182007,1.498649208019127,0.0031573287606843675,0.0006046494405367069,0.0036894378203086754,0.0040606002162775785,0.001281816928579195,0.0052728597202955935
2,Standard lmfit (least_squares),0.0004942417144775391,0.04768562316894531,True,True,`ftol` termination condition is satisfied.,423,7.10991852018085,-4.7941550570419755,1.9428287191077893,0.6750277604651747,3.6617614577493516,1.2421185223120967,5.05,0.0,1.05,5.05,0.0,1.05,7.106195129046236,-4.792106526809408,1.9376084537996023,0.6644797181153425,3.632424911998393,1.234051031947393,0.0005236897053102654,0.00042729745037312463,0.002686940571160743,0.015626086759103566,0.008011593898033362,0.006494944097352995
2,ZeroGuess + lmfit (least_squares),0.0012598037719726562,0.009535551071166992,True,True,`ftol` termination condition is satisfied.,70,7.10991852018085,-4.7941550570419755,1.9428287191077893,0.6750277604651747,3.6617614577493516,1.2421185223120967,3.1777825355529785,3.8634090423583984,0.9274801015853882,7.264626502990723,-3.9069089889526367,1.6516462564468384,7.106195126395181,-4.7921065262378395,1.9376084554825086,0.6644797589036789,3.6324250262413504,1.2340508799106622,0.0005236900781774603,0.0004272975695950863,0.0026869397049463194,0.015626026334423462,0.008011562699125778,0.0064950664984991255
2,True + lmfit (least_squares),0.0005435943603515625,0.006060361862182617,True,True,`ftol` termination condition is satisfied.,35,7.10991852018085,-4.7941550570419755,1.9428287191077893,0.6750277604651747,3.6617614577493516,1.2421185223120967,7.10991852018085,-4.7941550570419755,1.9428287191077893,0.6750277604651747,3.6617614577493516,1.2421185223120967,7.106195125132644,-4.792106525982584,1.9376084562592608,0.6644797635034373,3.6324251612307656,1.2340508621925261,0.0005236902557514703,0.0004272976228381227,0.0026869393051415346,0.01562601952024689,0.008011525834513825,0.006495080762947929
2,Standard lmfit (dual_annealing),0.0005555152893066406,1.1235368251800537,True,True,['Maximum number of iteration reached'],12358,7.10991852018085,-4.7941550570419755,1.9428287191077893,0.6750277604651747,3.6617614577493516,1.2421185223120967,5.05,0.0,1.05,5.05,0.0,1.05,7.106194247081026,-4.792106624123955,1.9376085533407061,0.6644798462013791,3.6324240351504584,1.234049660730283,0.0005238137524716631,0.00042727715179173017,0.002686889336019515,0.015625897009815953,0.008011833358725934,0.006496048031547057
